Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-18,8,12,0.3,0.5,0,30
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-12,8,21,0.3,0.5,0,31
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-12,8,21,0.3,0.5,0,32
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-21,8,21,0.3,0.5,0,33
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-30,8,21,0.3,0.5,0,34
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-35,8,-8,0.3,0.5,0,35
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-40,8,15,0.3,0.5,0,36
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-40,8,15,0.3,0.5,0,37
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-40,8,15,0.3,0.5,0,38
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-41,8,11,0.3,0.5,0,39
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-13,8,20,0.3,0.5,0,40
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-13,8,20,0.3,0.5,0,41
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-13,8,20,0.3,0.5,0,42
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-13,8,20,0.3,0.5,0,43
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-22,8,15,0.3,0.5,0,44
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-22,8,15,0.3,0.5,0,45
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-22,8,16,0.3,0.5,0,46
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-4,8,35,0.3,0.5,0,47
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-4,8,35,0.3,0.5,0,48
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-9,8,35,0.3,0.5,0,49
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-30,8,25,0.3,0.5,0,50
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,22,8,-8,0.3,0.5,0,51
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-35,8,20,0.3,0.5,0,52
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-35,8,20,0.3,0.5,0,53
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,22,8,-13,0.3,0.5,0,54
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,22,8,20,0.3,0.5,0,55
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-16,8,-30,0.3,0.5,0,56
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,32,8,-19,0.3,0.5,0,57
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,4,8,-27,0.3,0.5,0,58
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,13,8,-31,0.3,0.5,0,59
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-25,8,12,0.3,0.5,0,60
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-4,8,22,0.3,0.5,0,61
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,24,8,-16,0.3,0.5,0,62
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,20,8,-25,0.3,0.5,0,63
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-14,8,12,0.3,0.5,0,64
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,39,8,-23,0.3,0.5,0,65
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,14,8,-8,0.3,0.5,0,66
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,14,8,-8,0.3,0.5,0,67
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,8,8,-12,0.3,0.5,0,68
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,8,8,-12,0.3,0.5,0,69
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-30,8,-17,0.3,0.5,0,70
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,31,8,-8,0.3,0.5,0,71
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-22,8,-22,0.3,0.5,0,72
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,37,8,-12,0.3,0.5,0,73
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,19,8,-9,0.3,0.5,0,74
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,20,8,15,0.3,0.5,0,75
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-12,8,-18,0.3,0.5,0,76
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-12,8,-18,0.3,0.5,0,77
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-12,8,-32,0.3,0.5,0,78
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-17,8,-22,0.3,0.5,0,79
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-8,8,-22,0.3,0.5,0,80
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-21,8,-13,0.3,0.5,0,81
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-13,8,-32,0.3,0.5,0,82
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-10,8,-22,0.3,0.5,0,83
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-29,8,14,0.3,0.5,0,84
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-14,8,9,0.3,0.5,0,85
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-13,8,-42,0.3,0.5,0,86
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,34,8,-14,0.3,0.5,0,87
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,34,8,-14,0.3,0.5,0,88
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,34,8,-14,0.3,0.5,0,89
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,34,8,-14,0.3,0.5,0,90
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,34,8,-14,0.3,0.5,0,91
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,34,8,-14,0.3,0.5,0,92
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,24,8,5,0.3,0.5,0,93
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-10,8,24,0.3,0.5,0,94
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-10,8,24,0.3,0.5,0,95
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,96
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,97
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,23,0.3,0.5,0,98
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,99
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,100
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,101
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,102
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,103
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,104
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,105
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,106
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,107
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,-15,0.3,0.5,0,108
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-33,8,8,0.3,0.5,0,109
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-23,8,-20,0.3,0.5,0,110
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,,,,0.3,0.5,0,111
