Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,19
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,200,0.25,0.45,0.8,20
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,64,0.25,0.45,0.8,21
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,120,100,200,0.25,0.45,0.8,22
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,23
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,103,0.25,0.45,0.8,24
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,25
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,26
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,70,45,54,0.25,0.45,0.8,27
PARALLEL,,,,,,,1.4,1.2,1.4,1,,,,,,,28
PARALLEL,0.3,0.24,0.38,0.94,0.86,0.92,1.3,1.1,1.4,1,80,120,-120,0.45,0.6,1,29
PARALLEL,0.3,0.24,0.38,0.94,0.86,0.92,1.3,1.1,1.4,1,-16,171,-200,0.45,0.6,1,30
PARALLEL,0.3,0.24,0.38,0.94,0.86,0.92,1.3,1.1,1.4,1,200,137,-128,0.45,0.6,1,31
PARALLEL,0.3,0.24,0.38,0.94,0.86,0.92,1.3,1.1,1.4,1,200,200,-200,0.45,0.6,1,32
PARALLEL,0.3,0.24,0.38,0.94,0.86,0.92,1.3,1.1,1.4,1,25,28,-200,0.5,0.7,1,33
PARALLEL,0.3,0.24,0.38,0.94,0.86,0.92,1.3,1.1,1.4,1,85,200,-200,0.45,0.6,1,34
PARALLEL,,,,,,,1.3,1.1,1.4,1,,,,,,,35
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,36
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,73,-152,0.25,0.45,0.8,37
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,100,0.25,0.45,0.8,38
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,39
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,40
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,41
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,42
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,120,0.25,0.45,0.8,43
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,44
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,45
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,100,0.25,0.45,0.8,46
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,-32,52,0.25,0.45,0.8,47
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,100,0.25,0.45,0.8,48
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,49
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,50
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,90,0.25,0.45,0.8,51
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,-80,0.25,0.45,0.8,52
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,-45,110,0.25,0.45,0.8,53
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,54
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,10,0.25,0.45,0.8,55
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,100,0.25,0.45,0.8,56
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,0,0.25,0.45,0.8,57
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,100,0.25,0.45,0.8,58
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,59
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,60
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,61
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,70,0.25,0.45,0.8,62
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,63
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,64
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,65
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,66
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,67
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,125,-13,-200,0.25,0.45,0.8,68
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,-80,20,200,0.25,0.45,0.8,69
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,95,20,-200,0.25,0.45,0.8,70
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,71
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,100,20,-200,0.25,0.45,0.8,72
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,55,20,200,0.25,0.45,0.8,73
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,74
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,133,0.25,0.45,0.8,75
PARALLEL,0.7,0.6,0.7,0.96,0.8,0.96,1.4,1.2,1.4,1,200,20,170,0.25,0.45,0.8,76
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,200,20,200,0.25,0.45,0.8,77
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,-138,20,200,0.25,0.45,0.8,78
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,200,20,-128,0.25,0.45,0.8,79
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,128,20,200,0.25,0.45,0.8,80
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,100,20,200,0.25,0.45,0.8,81
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,-91,20,200,0.25,0.45,0.8,82
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,-33,-32,110,0.25,0.45,0.8,83
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,84
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,128,20,200,0.25,0.45,0.8,85
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,200,20,-20,0.25,0.45,0.8,86
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,0,20,200,0.25,0.45,0.8,87
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,88
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,-200,20,200,0.25,0.45,0.8,89
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,200,20,60,0.25,0.45,0.8,90
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,200,20,82,0.25,0.45,0.8,91
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,40,20,100,0.25,0.45,0.8,92
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,200,20,170,0.25,0.45,0.8,93
PARALLEL,0.4,0.3,0.4,0.86,0.7,0.86,1.4,1.2,1.4,1,,,,0.25,0.45,0.8,94
