Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,,,,0.35,0.45,0.8,72
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,,,,0.35,0.45,0.8,73
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,,,,0.35,0.45,0.8,74
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,200,50,-76,0.35,0.45,0.8,75
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,-52,65,-200,0.35,0.45,0.8,76
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,-200,8,200,0.35,0.45,0.8,77
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,-52,22,-52,0.35,0.45,0.8,78
PARALLEL,0.7,0.6,0.8,1.14,1.06,1.16,1.8,1.8,1.8,1,200,120,-50,0.35,0.45,0.8,79
PARALLEL,0.7,0.6,0.8,1.14,1.06,1.16,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,80
PARALLEL,0.7,0.6,0.8,1.14,1.06,1.16,1.8,1.8,1.8,1,-50,24,50,0.35,0.45,0.8,81
PARALLEL,0.9,0.7,0.8,1.16,1.06,1.06,1.8,1.8,1.8,1,-200,200,200,0.35,0.45,0.8,82
PARALLEL,0.7,0.6,0.8,1.14,1.06,1.16,1.8,1.8,1.8,1,67,90,-24,0.35,0.45,0.8,83
PARALLEL,0.7,0.6,0.8,1.14,1.06,1.16,1.8,1.8,1.8,1,15,58,14,0.35,0.45,0.8,84
PARALLEL,0.7,0.6,0.8,1.14,1.06,1.16,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,85
PARALLEL,0.9,0.7,0.8,1.16,1.06,1.06,1.8,1.8,1.8,1,-50,24,50,0.35,0.45,0.8,86
