Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,4.5,5,6,0.35,0.4,0,26
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,50,5,10,0.35,0.4,0,27
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,12,5,2.5,0.35,0.4,0,28
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,29
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,6,5,20,0.35,0.4,0,30
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,31
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,32
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,10,5,4,0.35,0.4,0,33
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,34
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,12,5,3,0.35,0.4,0,35
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,36
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,37
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,38
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,39
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,40
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,12,5,6,0.35,0.4,0,41
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,3,5,6,0.35,0.4,0,42
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,43
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,44
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,45
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,50,5,3,0.35,0.4,0,46
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,15,5,6,0.35,0.4,0,47
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,48
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,49
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,50
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,30,5,3,0.35,0.4,0,51
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,52
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,53
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,5,5,6,0.35,0.4,0,54
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,55
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,50,5,3,0.35,0.4,0,56
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,57
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,58
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,59
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,60
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,61
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,62
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,63
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,64
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,65
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,20,5,3,0.35,0.4,0,66
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,8,5,6,0.35,0.4,0,67
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,68
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,12,5,6,0.35,0.4,0,69
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,70
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,71
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,72
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,73
PARALLEL,0.8,0.8,0.8,1.14,1.06,1.04,1.6,1.6,1.6,1,,,,0.35,0.4,0,74
