Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,92
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,93
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,-66.659996,45.66,160,0.35,0.45,0.6,94
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,100,45.66,200,0.35,0.45,0.6,95
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,200,0.35,0.45,0.6,96
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,97
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,98
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,99
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,100
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,101
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,102
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,103
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,42.860001,45.66,160,0.35,0.45,0.6,104
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,105
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,106
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,107
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,108
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,109
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,110
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,111
PARALLEL,,,,,,,2,1.1,1.8,1,,,,0.35,0.45,1,112
PARALLEL,0.4,0.15,0.35,1,0.55,0.9,2,1.1,1.8,1,114.279999,200,-200,0.35,0.45,1,113
PARALLEL,0.4,0.15,0.35,1,0.55,0.9,2,1.1,1.8,1,,,,0.35,0.45,1,114
PARALLEL,0.4,0.15,0.35,1,0.55,0.9,2,1.1,1.8,1,,,,0.35,0.45,1,115
PARALLEL,0.4,0.15,0.35,1,0.55,0.9,2,1.1,1.8,1,-119.040001,200,-57.139999,0.35,0.45,1,116
PARALLEL,0.4,0.15,0.35,1,0.55,0.9,2,1.1,1.8,1,200,200,160,0.35,0.45,1,117
PARALLEL,0.4,0.15,0.35,1,0.55,0.9,2,1.1,1.8,1,200,200,30,0.35,0.45,1,118
PARALLEL,0.4,0.15,0.35,1,0.55,0.9,2,1.1,1.8,1,200,142.860001,-63.82,0.35,0.45,1,119
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,-62,45.66,160,0.35,0.45,0.6,120
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,100,45.66,200,0.35,0.45,0.6,121
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,-200,45.66,-9.52,0.35,0.45,0.6,122
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,123
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,124
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,125
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,126
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,127
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,41,0.35,0.45,0.6,128
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,-25,0.35,0.45,0.6,129
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,130
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,131
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,132
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,133
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,41,0.35,0.45,0.6,134
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,50,45.66,200,0.35,0.45,0.6,135
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,41,0.35,0.45,0.6,136
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,137
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,138
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,139
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,140
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,141
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,142
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,-200,45.66,200,0.35,0.45,0.6,143
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,144
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,145
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,146
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,147
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,148
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,149
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,150
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,-200,45.66,200,0.35,0.45,0.6,151
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,152
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,153
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,154
PARALLEL,0.5,0.1,0.3,1.5,0.65,0.9,2,1.1,1.8,1,,,,0.35,0.45,0.6,155
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,156
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,,,,0.35,0.45,0.6,157
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,200,45.66,117,0.35,0.45,0.6,158
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,200,45.66,160,0.35,0.45,0.6,159
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,,,,0.35,0.45,0.6,160
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,,,,0.35,0.45,0.6,161
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,,,,0.35,0.45,0.6,162
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,,,,0.35,0.45,0.6,163
PARALLEL,0.5,0.1,0.3,1.4,0.55,0.8,2,1.1,1.8,1,,,,0.35,0.45,0.6,164
