Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,,,,,,,,,,,,,,,,,50
PARALLEL,,,,,,,,,,,,,,,,,51
PARALLEL,,,,,,,,,,,,,,,,,52
PARALLEL,,,,,,,,,,,,,,,,,53
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,50,50,20,0.35,0.5,0.4,54
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,-5,0.35,0.5,0.4,55
PARALLEL,,,,,,,,,,,,,,,,,56
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,30,20,20,0.35,0.5,0.4,57
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,20,0.35,0.5,0.4,58
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,5,20,70,0.35,0.5,0.4,59
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,75,20,-20,0.35,0.5,0.4,60
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,20,0.35,0.5,0.4,61
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,50,0.35,0.5,0.4,62
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,20,0.35,0.5,0.4,63
PARALLEL,,,,,,,,,,,,,,,,,64
PARALLEL,,,,,,,,,,,,,,,,,65
PARALLEL,,,,,,,,,,,,,,,,,66
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,10,20,20,0.35,0.5,0.4,67
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,20,0.35,0.5,0.4,68
PARALLEL,,,,,,,,,,,,,,,,,69
PARALLEL,,,,,,,,,,,,,,,,,70
PARALLEL,,,,,,,,,,,,,,,,,71
PARALLEL,,,,,,,,,,,,,,,,,72
PARALLEL,,,,,,,,,,,,,,,,,73
PARALLEL,,,,,,,,,,,,,,,,,74
PARALLEL,,,,,,,,,,,,,,,,,75
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,20,0.35,0.5,0.4,76
PARALLEL,,,,,,,,,,,,,,,,,77
PARALLEL,,,,,,,,,,,,,,,,,78
PARALLEL,0.38,0.65,1.53,1.08,0.99,1.06,1.2,1,1.2,1,20,20,20,0.35,0.5,0.4,79
PARALLEL,,,,,,,,,,,,,,,,,80
PARALLEL,,,,,,,,,,,,,,,,,81
